diocese,oa_2022_code,oa_in_dio
Aberdeen and Orkney,S00135530,1
Aberdeen and Orkney,S00135531,1
Aberdeen and Orkney,S00135532,1
Aberdeen and Orkney,S00135533,1
Aberdeen and Orkney,S00135534,1
Aberdeen and Orkney,S00135535,1
Aberdeen and Orkney,S00135536,1
Aberdeen and Orkney,S00135537,1
Aberdeen and Orkney,S00135538,1
Aberdeen and Orkney,S00135539,1
Aberdeen and Orkney,S00135540,1
Aberdeen and Orkney,S00135541,1
Aberdeen and Orkney,S00135542,1
Aberdeen and Orkney,S00135543,1
Aberdeen and Orkney,S00135544,1
Aberdeen and Orkney,S00135545,1
Aberdeen and Orkney,S00135546,1
Aberdeen and Orkney,S00135547,1
Aberdeen and Orkney,S00135548,1
Aberdeen and Orkney,S00135549,1
Aberdeen and Orkney,S00135550,1
Aberdeen and Orkney,S00135551,1
Aberdeen and Orkney,S00135552,1
Aberdeen and Orkney,S00135553,1
Aberdeen and Orkney,S00135554,1
Aberdeen and Orkney,S00135555,1
Aberdeen and Orkney,S00135556,1
Aberdeen and Orkney,S00135557,1
Aberdeen and Orkney,S00135558,1
Aberdeen and Orkney,S00135559,1
Aberdeen and Orkney,S00135560,1
Aberdeen and Orkney,S00135561,1
Aberdeen and Orkney,S00135562,1
Aberdeen and Orkney,S00135563,1
Aberdeen and Orkney,S00135564,1
Aberdeen and Orkney,S00135565,1
Aberdeen and Orkney,S00135566,1
Aberdeen and Orkney,S00135567,1
Aberdeen and Orkney,S00135568,1
Aberdeen and Orkney,S00135569,1
Aberdeen and Orkney,S00135570,1
Aberdeen and Orkney,S00135571,1
Aberdeen and Orkney,S00135572,1
Aberdeen and Orkney,S00135573,1
Aberdeen and Orkney,S00135574,1
Aberdeen and Orkney,S00135575,1
Aberdeen and Orkney,S00135576,1
Aberdeen and Orkney,S00135577,1
Aberdeen and Orkney,S00135578,1
Aberdeen and Orkney,S00135579,1
Aberdeen and Orkney,S00135580,1
Aberdeen and Orkney,S00135581,1
Aberdeen and Orkney,S00135582,1
Aberdeen and Orkney,S00135583,1
Aberdeen and Orkney,S00135584,1
Aberdeen and Orkney,S00135585,1
Aberdeen and Orkney,S00135586,1
Aberdeen and Orkney,S00135587,1
Aberdeen and Orkney,S00135588,1
Aberdeen and Orkney,S00135589,1
Aberdeen and Orkney,S00135590,1
Aberdeen and Orkney,S00135591,1
Aberdeen and Orkney,S00135592,1
Aberdeen and Orkney,S00135593,1
Aberdeen and Orkney,S00135594,1
Aberdeen and Orkney,S00135595,1
Aberdeen and Orkney,S00135596,1
Aberdeen and Orkney,S00135597,1
Aberdeen and Orkney,S00135598,1
Aberdeen and Orkney,S00135599,1
Aberdeen and Orkney,S00135600,1
Aberdeen and Orkney,S00135601,1
Aberdeen and Orkney,S00135603,1
Aberdeen and Orkney,S00135604,1
Aberdeen and Orkney,S00135605,1
Aberdeen and Orkney,S00135606,1
Aberdeen and Orkney,S00135607,1
Aberdeen and Orkney,S00135608,1
Aberdeen and Orkney,S00135609,1
Aberdeen and Orkney,S00135610,1
Aberdeen and Orkney,S00135611,1
Aberdeen and Orkney,S00135612,1
Aberdeen and Orkney,S00135613,1
Aberdeen and Orkney,S00135614,1
Aberdeen and Orkney,S00135615,1
Aberdeen and Orkney,S00135616,1
Aberdeen and Orkney,S00135617,1
Aberdeen and Orkney,S00135618,1
Aberdeen and Orkney,S00135619,1
Aberdeen and Orkney,S00135620,1
Aberdeen and Orkney,S00135621,1
Aberdeen and Orkney,S00135622,1
Aberdeen and Orkney,S00135623,1
Aberdeen and Orkney,S00135624,1
Aberdeen and Orkney,S00135625,1
Aberdeen and Orkney,S00135626,1
Aberdeen and Orkney,S00135627,1
Aberdeen and Orkney,S00135628,1
Aberdeen and Orkney,S00135629,1
Aberdeen and Orkney,S00135630,1
Aberdeen and Orkney,S00135631,1
Aberdeen and Orkney,S00135632,1
Aberdeen and Orkney,S00135633,1
Aberdeen and Orkney,S00135634,1
Aberdeen and Orkney,S00135635,1
Aberdeen and Orkney,S00135636,1
Aberdeen and Orkney,S00135637,1
Aberdeen and Orkney,S00135638,1
Aberdeen and Orkney,S00135639,1
Aberdeen and Orkney,S00135640,1
Aberdeen and Orkney,S00135641,1
Aberdeen and Orkney,S00135642,1
Aberdeen and Orkney,S00135643,1
Aberdeen and Orkney,S00135644,1
Aberdeen and Orkney,S00135645,1
Aberdeen and Orkney,S00135646,1
Aberdeen and Orkney,S00135647,1
Aberdeen and Orkney,S00135648,1
Aberdeen and Orkney,S00135649,1
Aberdeen and Orkney,S00135650,1
Aberdeen and Orkney,S00135651,1
Aberdeen and Orkney,S00135652,1
Aberdeen and Orkney,S00135653,1
Aberdeen and Orkney,S00135654,1
Aberdeen and Orkney,S00135655,1
Aberdeen and Orkney,S00135656,1
Aberdeen and Orkney,S00135657,1
Aberdeen and Orkney,S00135658,1
Aberdeen and Orkney,S00135659,1
Aberdeen and Orkney,S00135660,1
Aberdeen and Orkney,S00135661,1
Aberdeen and Orkney,S00135662,1
Aberdeen and Orkney,S00135663,1
Aberdeen and Orkney,S00135664,1
Aberdeen and Orkney,S00135665,1
Aberdeen and Orkney,S00135666,1
Aberdeen and Orkney,S00135667,1
Aberdeen and Orkney,S00135668,1
Aberdeen and Orkney,S00135669,1
Aberdeen and Orkney,S00135670,1
Aberdeen and Orkney,S00135671,1
Aberdeen and Orkney,S00135672,1
Aberdeen and Orkney,S00135673,1
Aberdeen and Orkney,S00135674,1
Aberdeen and Orkney,S00135675,1
Aberdeen and Orkney,S00135676,1
Aberdeen and Orkney,S00135677,1
Aberdeen and Orkney,S00135678,1
Aberdeen and Orkney,S00135679,1
Aberdeen and Orkney,S00135680,1
Aberdeen and Orkney,S00135681,1
Aberdeen and Orkney,S00135682,1
Aberdeen and Orkney,S00135683,1
Aberdeen and Orkney,S00135684,1
Aberdeen and Orkney,S00135685,1
Aberdeen and Orkney,S00135686,1
Aberdeen and Orkney,S00135687,1
Aberdeen and Orkney,S00135688,1
Aberdeen and Orkney,S00135689,1
Aberdeen and Orkney,S00135690,1
Aberdeen and Orkney,S00135691,1
Aberdeen and Orkney,S00135692,1
Aberdeen and Orkney,S00135693,1
Aberdeen and Orkney,S00135694,1
Aberdeen and Orkney,S00135695,1
Aberdeen and Orkney,S00135696,1
Aberdeen and Orkney,S00135697,1
Aberdeen and Orkney,S00135698,1
Aberdeen and Orkney,S00135699,1
Aberdeen and Orkney,S00135700,1
Aberdeen and Orkney,S00135701,1
Aberdeen and Orkney,S00135702,1
Aberdeen and Orkney,S00135703,1
Aberdeen and Orkney,S00135704,1
Aberdeen and Orkney,S00135705,1
Aberdeen and Orkney,S00135706,1
Aberdeen and Orkney,S00135707,1
Aberdeen and Orkney,S00135708,1
Aberdeen and Orkney,S00135709,1
Aberdeen and Orkney,S00135710,1
Aberdeen and Orkney,S00135711,1
Aberdeen and Orkney,S00135712,1
Aberdeen and Orkney,S00135713,1
Aberdeen and Orkney,S00135714,1
Aberdeen and Orkney,S00135715,1
Aberdeen and Orkney,S00135716,1
Aberdeen and Orkney,S00135717,1
Aberdeen and Orkney,S00135718,1
Aberdeen and Orkney,S00135719,1
Aberdeen and Orkney,S00135720,1
Aberdeen and Orkney,S00135721,1
Aberdeen and Orkney,S00135722,1
Aberdeen and Orkney,S00135723,1
Aberdeen and Orkney,S00135724,1
Aberdeen and Orkney,S00135725,1
Aberdeen and Orkney,S00135726,1
Aberdeen and Orkney,S00135727,1
Aberdeen and Orkney,S00135728,1
Aberdeen and Orkney,S00135729,1
Aberdeen and Orkney,S00135730,1
Aberdeen and Orkney,S00135731,1
Aberdeen and Orkney,S00135732,1
Aberdeen and Orkney,S00135733,1
Aberdeen and Orkney,S00135734,1
Aberdeen and Orkney,S00135735,1
Aberdeen and Orkney,S00135736,1
Aberdeen and Orkney,S00135737,1
Aberdeen and Orkney,S00135738,1
Aberdeen and Orkney,S00135739,1
Aberdeen and Orkney,S00135740,1
Aberdeen and Orkney,S00135741,1
Aberdeen and Orkney,S00135742,1
Aberdeen and Orkney,S00135743,1
Aberdeen and Orkney,S00135744,1
Aberdeen and Orkney,S00135745,1
Aberdeen and Orkney,S00135746,1
Aberdeen and Orkney,S00135747,1
Aberdeen and Orkney,S00135748,1
Aberdeen and Orkney,S00135749,1
Aberdeen and Orkney,S00135750,1
Aberdeen and Orkney,S00135751,1
Aberdeen and Orkney,S00135752,1
Aberdeen and Orkney,S00135753,1
Aberdeen and Orkney,S00135754,1
Aberdeen and Orkney,S00135755,1
Aberdeen and Orkney,S00135756,1
Aberdeen and Orkney,S00135757,1
Aberdeen and Orkney,S00135758,1
Aberdeen and Orkney,S00135759,1
Aberdeen and Orkney,S00135760,1
Aberdeen and Orkney,S00135761,1
Aberdeen and Orkney,S00135762,1
Aberdeen and Orkney,S00135763,1
Aberdeen and Orkney,S00135764,1
Aberdeen and Orkney,S00135765,1
Aberdeen and Orkney,S00135766,1
Aberdeen and Orkney,S00135767,1
Aberdeen and Orkney,S00135768,1
Aberdeen and Orkney,S00135769,1
Aberdeen and Orkney,S00135770,1
Aberdeen and Orkney,S00135771,1
Aberdeen and Orkney,S00135772,1
Aberdeen and Orkney,S00135773,1
Aberdeen and Orkney,S00135774,1
Aberdeen and Orkney,S00135775,1
Aberdeen and Orkney,S00135776,1
Aberdeen and Orkney,S00135777,1
Aberdeen and Orkney,S00135778,1
Aberdeen and Orkney,S00135779,1
Aberdeen and Orkney,S00135780,1
Aberdeen and Orkney,S00135781,1
Aberdeen and Orkney,S00135782,1
Aberdeen and Orkney,S00135783,1
Aberdeen and Orkney,S00135784,1
Aberdeen and Orkney,S00135785,1
Aberdeen and Orkney,S00135786,1
Aberdeen and Orkney,S00135787,1
Aberdeen and Orkney,S00135788,1
Aberdeen and Orkney,S00135789,1
Aberdeen and Orkney,S00135790,1
Aberdeen and Orkney,S00135791,1
Aberdeen and Orkney,S00135792,1
Aberdeen and Orkney,S00135793,1
Aberdeen and Orkney,S00135794,1
Aberdeen and Orkney,S00135795,1
Aberdeen and Orkney,S00135796,1
Aberdeen and Orkney,S00135797,1
Aberdeen and Orkney,S00135798,1
Aberdeen and Orkney,S00135799,1
Aberdeen and Orkney,S00135800,1
Aberdeen and Orkney,S00135801,1
Aberdeen and Orkney,S00135802,1
Aberdeen and Orkney,S00135803,1
Aberdeen and Orkney,S00135804,1
Aberdeen and Orkney,S00135805,1
Aberdeen and Orkney,S00135806,1
Aberdeen and Orkney,S00135807,1
Aberdeen and Orkney,S00135808,1
Aberdeen and Orkney,S00135809,1
Aberdeen and Orkney,S00135810,1
Aberdeen and Orkney,S00135811,1
Aberdeen and Orkney,S00135812,1
Aberdeen and Orkney,S00135813,1
Aberdeen and Orkney,S00135814,1
Aberdeen and Orkney,S00135815,1
Aberdeen and Orkney,S00135816,1
Aberdeen and Orkney,S00135817,1
Aberdeen and Orkney,S00135818,1
Aberdeen and Orkney,S00135819,1
Aberdeen and Orkney,S00135820,1
Aberdeen and Orkney,S00135821,1
Aberdeen and Orkney,S00135822,1
Aberdeen and Orkney,S00135823,1
Aberdeen and Orkney,S00135824,1
Aberdeen and Orkney,S00135825,1
Aberdeen and Orkney,S00135826,1
Aberdeen and Orkney,S00135827,1
Aberdeen and Orkney,S00135828,1
Aberdeen and Orkney,S00135829,1
Aberdeen and Orkney,S00135830,1
Aberdeen and Orkney,S00135831,1
Aberdeen and Orkney,S00135832,1
Aberdeen and Orkney,S00135833,1
Aberdeen and Orkney,S00135834,1
Aberdeen and Orkney,S00135835,1
Aberdeen and Orkney,S00135836,1
Aberdeen and Orkney,S00135837,1
Aberdeen and Orkney,S00135838,1
Aberdeen and Orkney,S00135839,1
Aberdeen and Orkney,S00135840,1
Aberdeen and Orkney,S00135841,1
Aberdeen and Orkney,S00135842,1
Aberdeen and Orkney,S00135843,1
Aberdeen and Orkney,S00135844,1
Aberdeen and Orkney,S00135845,1
Aberdeen and Orkney,S00135846,1
Aberdeen and Orkney,S00135847,1
Aberdeen and Orkney,S00135848,1
Aberdeen and Orkney,S00135849,1
Aberdeen and Orkney,S00135850,1
Aberdeen and Orkney,S00135851,1
Aberdeen and Orkney,S00135852,1
Aberdeen and Orkney,S00135853,1
Aberdeen and Orkney,S00135854,1
Aberdeen and Orkney,S00135855,1
Aberdeen and Orkney,S00135856,1
Aberdeen and Orkney,S00135857,1
Aberdeen and Orkney,S00135858,1
Aberdeen and Orkney,S00135859,1
Aberdeen and Orkney,S00135860,1
Aberdeen and Orkney,S00135861,1
Aberdeen and Orkney,S00135862,1
Aberdeen and Orkney,S00135863,1
Aberdeen and Orkney,S00135864,1
Aberdeen and Orkney,S00135865,1
Aberdeen and Orkney,S00135866,1
Aberdeen and Orkney,S00135867,1
Aberdeen and Orkney,S00135868,1
Aberdeen and Orkney,S00135869,1
Aberdeen and Orkney,S00135870,1
Aberdeen and Orkney,S00135871,1
Aberdeen and Orkney,S00135872,1
Aberdeen and Orkney,S00135873,1
Aberdeen and Orkney,S00135874,1
Aberdeen and Orkney,S00135875,1
Aberdeen and Orkney,S00135876,1
Aberdeen and Orkney,S00135877,1
Aberdeen and Orkney,S00135878,1
Aberdeen and Orkney,S00135879,1
Aberdeen and Orkney,S00135880,1
Aberdeen and Orkney,S00135881,1
Aberdeen and Orkney,S00135882,1
Aberdeen and Orkney,S00135883,1
Aberdeen and Orkney,S00135884,1
Aberdeen and Orkney,S00135885,1
Aberdeen and Orkney,S00135886,1
Aberdeen and Orkney,S00135887,1
Aberdeen and Orkney,S00135888,1
Aberdeen and Orkney,S00135889,1
Aberdeen and Orkney,S00135890,1
Aberdeen and Orkney,S00135891,1
Aberdeen and Orkney,S00135892,1
Aberdeen and Orkney,S00135893,1
Aberdeen and Orkney,S00135894,1
Aberdeen and Orkney,S00135895,1
Aberdeen and Orkney,S00135896,1
Aberdeen and Orkney,S00135897,1
Aberdeen and Orkney,S00135898,1
Aberdeen and Orkney,S00135899,1
Aberdeen and Orkney,S00135900,1
Aberdeen and Orkney,S00135901,1
Aberdeen and Orkney,S00135902,1
Aberdeen and Orkney,S00135903,1
Aberdeen and Orkney,S00135904,1
Aberdeen and Orkney,S00135905,1
Aberdeen and Orkney,S00135906,1
Aberdeen and Orkney,S00135907,1
Aberdeen and Orkney,S00135908,1
Aberdeen and Orkney,S00135909,1
Aberdeen and Orkney,S00135910,1
Aberdeen and Orkney,S00135911,1
Aberdeen and Orkney,S00135912,1
Aberdeen and Orkney,S00135913,1
Aberdeen and Orkney,S00135914,1
Aberdeen and Orkney,S00135915,1
Aberdeen and Orkney,S00135916,1
Aberdeen and Orkney,S00135917,1
Aberdeen and Orkney,S00135918,1
Aberdeen and Orkney,S00135919,1
Aberdeen and Orkney,S00135920,1
Aberdeen and Orkney,S00135921,1
Aberdeen and Orkney,S00135922,1
Aberdeen and Orkney,S00135923,1
Aberdeen and Orkney,S00135924,1
Aberdeen and Orkney,S00135925,1
Aberdeen and Orkney,S00135926,1
Aberdeen and Orkney,S00135927,1
Aberdeen and Orkney,S00135928,1
Aberdeen and Orkney,S00135929,1
Aberdeen and Orkney,S00135930,1
Aberdeen and Orkney,S00135931,1
Aberdeen and Orkney,S00135932,1
Aberdeen and Orkney,S00135933,1
Aberdeen and Orkney,S00135934,1
Aberdeen and Orkney,S00135935,1
Aberdeen and Orkney,S00135936,1
Aberdeen and Orkney,S00135937,1
Aberdeen and Orkney,S00135938,1
Aberdeen and Orkney,S00135939,1
Aberdeen and Orkney,S00135940,1
Aberdeen and Orkney,S00135941,1
Aberdeen and Orkney,S00135942,1
Aberdeen and Orkney,S00135943,1
Aberdeen and Orkney,S00135944,1
Aberdeen and Orkney,S00135945,1
Aberdeen and Orkney,S00135946,1
Aberdeen and Orkney,S00135947,1
Aberdeen and Orkney,S00135948,1
Aberdeen and Orkney,S00135949,1
Aberdeen and Orkney,S00135950,1
Aberdeen and Orkney,S00135951,1
Aberdeen and Orkney,S00135952,1
Aberdeen and Orkney,S00135953,1
Aberdeen and Orkney,S00135954,1
Aberdeen and Orkney,S00135955,1
Aberdeen and Orkney,S00135956,1
Aberdeen and Orkney,S00135957,1
Aberdeen and Orkney,S00135958,1
Aberdeen and Orkney,S00135959,1
Aberdeen and Orkney,S00135960,1
Aberdeen and Orkney,S00135961,1
Aberdeen and Orkney,S00135962,1
Aberdeen and Orkney,S00135963,1
Aberdeen and Orkney,S00135964,1
Aberdeen and Orkney,S00135965,1
Aberdeen and Orkney,S00135966,1
Aberdeen and Orkney,S00135967,1
Aberdeen and Orkney,S00135968,1
Aberdeen and Orkney,S00135969,1
Aberdeen and Orkney,S00135970,1
Aberdeen and Orkney,S00135971,1
Aberdeen and Orkney,S00135972,1
Aberdeen and Orkney,S00135973,1
Aberdeen and Orkney,S00135974,1
Aberdeen and Orkney,S00135975,1
Aberdeen and Orkney,S00135976,1
Aberdeen and Orkney,S00135977,1
Aberdeen and Orkney,S00135978,1
Aberdeen and Orkney,S00135979,1
Aberdeen and Orkney,S00135980,1
Aberdeen and Orkney,S00135981,1
Aberdeen and Orkney,S00135982,1
Aberdeen and Orkney,S00135983,1
Aberdeen and Orkney,S00135984,1
Aberdeen and Orkney,S00135985,1
Aberdeen and Orkney,S00135986,1
Aberdeen and Orkney,S00135987,1
Aberdeen and Orkney,S00135988,1
Aberdeen and Orkney,S00135989,1
Aberdeen and Orkney,S00135990,1
Aberdeen and Orkney,S00135991,1
Aberdeen and Orkney,S00135992,1
Aberdeen and Orkney,S00135993,1
Aberdeen and Orkney,S00135994,1
Aberdeen and Orkney,S00135995,1
Aberdeen and Orkney,S00135996,1
Aberdeen and Orkney,S00135997,1
Aberdeen and Orkney,S00135998,1
Aberdeen and Orkney,S00135999,1
Aberdeen and Orkney,S00136000,1
Aberdeen and Orkney,S00136001,1
Aberdeen and Orkney,S00136002,1
Aberdeen and Orkney,S00136003,1
Aberdeen and Orkney,S00136004,1
Aberdeen and Orkney,S00136005,1
Aberdeen and Orkney,S00136006,1
Aberdeen and Orkney,S00136007,1
Aberdeen and Orkney,S00136008,1
Aberdeen and Orkney,S00136009,1
Aberdeen and Orkney,S00136010,1
Aberdeen and Orkney,S00136011,1
Aberdeen and Orkney,S00136012,1
Aberdeen and Orkney,S00136013,1
Aberdeen and Orkney,S00136014,1
Aberdeen and Orkney,S00136015,1
Aberdeen and Orkney,S00136016,1
Aberdeen and Orkney,S00136017,1
Aberdeen and Orkney,S00136018,1
Aberdeen and Orkney,S00136019,1
Aberdeen and Orkney,S00136020,1
Aberdeen and Orkney,S00136021,1
Aberdeen and Orkney,S00136022,1
Aberdeen and Orkney,S00136023,1
Aberdeen and Orkney,S00136024,1
Aberdeen and Orkney,S00136025,1
Aberdeen and Orkney,S00136026,1
Aberdeen and Orkney,S00136027,1
Aberdeen and Orkney,S00136028,1
Aberdeen and Orkney,S00136029,1
Aberdeen and Orkney,S00136030,1
Aberdeen and Orkney,S00136031,1
Aberdeen and Orkney,S00136032,1
Aberdeen and Orkney,S00136033,1
Aberdeen and Orkney,S00136034,1
Aberdeen and Orkney,S00136035,1
Aberdeen and Orkney,S00136036,1
Aberdeen and Orkney,S00136037,1
Aberdeen and Orkney,S00136038,1
Aberdeen and Orkney,S00136039,1
Aberdeen and Orkney,S00136040,1
Aberdeen and Orkney,S00136041,1
Aberdeen and Orkney,S00136042,1
Aberdeen and Orkney,S00136043,1
Aberdeen and Orkney,S00136044,1
Aberdeen and Orkney,S00136045,1
Aberdeen and Orkney,S00136046,1
Aberdeen and Orkney,S00136047,1
Aberdeen and Orkney,S00136048,1
Aberdeen and Orkney,S00136049,1
Aberdeen and Orkney,S00136050,1
Aberdeen and Orkney,S00136051,1
Aberdeen and Orkney,S00136052,1
Aberdeen and Orkney,S00136053,1
Aberdeen and Orkney,S00136054,1
Aberdeen and Orkney,S00136055,1
Aberdeen and Orkney,S00136056,1
Aberdeen and Orkney,S00136057,1
Aberdeen and Orkney,S00136058,1
Aberdeen and Orkney,S00136059,1
Aberdeen and Orkney,S00136060,1
Aberdeen and Orkney,S00136061,1
Aberdeen and Orkney,S00136062,1
Aberdeen and Orkney,S00136063,1
Aberdeen and Orkney,S00136064,1
Aberdeen and Orkney,S00136065,1
Aberdeen and Orkney,S00136066,1
Aberdeen and Orkney,S00136067,1
Aberdeen and Orkney,S00136068,1
Aberdeen and Orkney,S00136069,1
Aberdeen and Orkney,S00136070,1
Aberdeen and Orkney,S00136071,1
Aberdeen and Orkney,S00136072,1
Aberdeen and Orkney,S00136073,1
Aberdeen and Orkney,S00136074,1
Aberdeen and Orkney,S00136075,1
Aberdeen and Orkney,S00136076,1
Aberdeen and Orkney,S00136077,1
Aberdeen and Orkney,S00136078,1
Aberdeen and Orkney,S00136079,1
Aberdeen and Orkney,S00136080,1
Aberdeen and Orkney,S00136081,1
Aberdeen and Orkney,S00136082,1
Aberdeen and Orkney,S00136083,1
Aberdeen and Orkney,S00136084,1
Aberdeen and Orkney,S00136085,1
Aberdeen and Orkney,S00136086,1
Aberdeen and Orkney,S00136087,1
Aberdeen and Orkney,S00136088,1
Aberdeen and Orkney,S00136089,1
Aberdeen and Orkney,S00136090,1
Aberdeen and Orkney,S00136091,1
Aberdeen and Orkney,S00136092,1
Aberdeen and Orkney,S00136093,1
Aberdeen and Orkney,S00136094,1
Aberdeen and Orkney,S00136095,1
Aberdeen and Orkney,S00136096,1
Aberdeen and Orkney,S00136097,1
Aberdeen and Orkney,S00136098,1
Aberdeen and Orkney,S00136099,1
Aberdeen and Orkney,S00136100,1
Aberdeen and Orkney,S00136101,1
Aberdeen and Orkney,S00136103,1
Aberdeen and Orkney,S00136104,1
Aberdeen and Orkney,S00136105,1
Aberdeen and Orkney,S00136106,1
Aberdeen and Orkney,S00136107,1
Aberdeen and Orkney,S00136108,1
Aberdeen and Orkney,S00136109,1
Aberdeen and Orkney,S00136110,1
Aberdeen and Orkney,S00136111,1
Aberdeen and Orkney,S00136112,1
Aberdeen and Orkney,S00136113,1
Aberdeen and Orkney,S00136114,1
Aberdeen and Orkney,S00136115,1
Aberdeen and Orkney,S00136116,1
Aberdeen and Orkney,S00136117,1
Aberdeen and Orkney,S00136118,1
Aberdeen and Orkney,S00136119,1
Aberdeen and Orkney,S00136120,1
Aberdeen and Orkney,S00136121,1
Aberdeen and Orkney,S00136122,1
Aberdeen and Orkney,S00136123,1
Aberdeen and Orkney,S00136124,1
Aberdeen and Orkney,S00136125,1
Aberdeen and Orkney,S00136126,1
Aberdeen and Orkney,S00136127,1
Aberdeen and Orkney,S00136128,1
Aberdeen and Orkney,S00136129,1
Aberdeen and Orkney,S00136130,1
Aberdeen and Orkney,S00136131,1
Aberdeen and Orkney,S00136132,1
Aberdeen and Orkney,S00136133,1
Aberdeen and Orkney,S00136134,1
Aberdeen and Orkney,S00136135,1
Aberdeen and Orkney,S00136136,1
Aberdeen and Orkney,S00136137,1
Aberdeen and Orkney,S00136138,1
Aberdeen and Orkney,S00136139,1
Aberdeen and Orkney,S00136140,1
Aberdeen and Orkney,S00136141,1
Aberdeen and Orkney,S00136142,1
Aberdeen and Orkney,S00136143,1
Aberdeen and Orkney,S00136145,1
Aberdeen and Orkney,S00136146,1
Aberdeen and Orkney,S00136147,1
Aberdeen and Orkney,S00136148,1
Aberdeen and Orkney,S00136149,1
Aberdeen and Orkney,S00136150,1
Aberdeen and Orkney,S00136151,1
Aberdeen and Orkney,S00136152,1
Aberdeen and Orkney,S00136153,1
Aberdeen and Orkney,S00136154,1
Aberdeen and Orkney,S00136155,1
Aberdeen and Orkney,S00136156,1
Aberdeen and Orkney,S00136157,1
Aberdeen and Orkney,S00136158,1
Aberdeen and Orkney,S00136159,1
Aberdeen and Orkney,S00136160,1
Aberdeen and Orkney,S00136161,1
Aberdeen and Orkney,S00136162,1
Aberdeen and Orkney,S00136163,1
Aberdeen and Orkney,S00136164,1
Aberdeen and Orkney,S00136165,1
Aberdeen and Orkney,S00136166,1
Aberdeen and Orkney,S00136167,1
Aberdeen and Orkney,S00136168,1
Aberdeen and Orkney,S00136169,1
Aberdeen and Orkney,S00136170,1
Aberdeen and Orkney,S00136171,1
Aberdeen and Orkney,S00136172,1
Aberdeen and Orkney,S00136173,1
Aberdeen and Orkney,S00136174,1
Aberdeen and Orkney,S00136175,1
Aberdeen and Orkney,S00136176,1
Aberdeen and Orkney,S00136177,1
Aberdeen and Orkney,S00136178,1
Aberdeen and Orkney,S00136179,1
Aberdeen and Orkney,S00136180,1
Aberdeen and Orkney,S00136181,1
Aberdeen and Orkney,S00136182,1
Aberdeen and Orkney,S00136183,1
Aberdeen and Orkney,S00136184,1
Aberdeen and Orkney,S00136185,1
Aberdeen and Orkney,S00136186,1
Aberdeen and Orkney,S00136187,1
Aberdeen and Orkney,S00136188,1
Aberdeen and Orkney,S00136189,1
Aberdeen and Orkney,S00136190,1
Aberdeen and Orkney,S00136191,1
Aberdeen and Orkney,S00136192,1
Aberdeen and Orkney,S00136193,1
Aberdeen and Orkney,S00136194,1
Aberdeen and Orkney,S00136195,1
Aberdeen and Orkney,S00136196,1
Aberdeen and Orkney,S00136197,1
